age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,balance_group,age_group,day_group,pdays_group,duration_group,campaign_group,duration_age,duration_campaign_ratio,duration_ratio
42,blue-collar,married,primary,no,505,yes,no,unknown,14,may,521,2,-1,0,unknown,no,0 to 1k,40-49,Day 11-15,Never contacted,480-599s,2,12.404761904761905,173.66666666666666,1.973774247529473
42,admin.,married,secondary,no,4209,yes,no,unknown,5,jun,57,6,-1,0,unknown,no,1k to 10k,40-49,Day 1-5,Never contacted,0-119s,6-7,1.3571428571428572,8.142857142857142,0.21594075260879073
31,entrepreneur,single,tertiary,no,38,no,no,cellular,20,nov,185,2,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,120-239s,2,5.967741935483871,61.666666666666664,0.7008603374144962
38,technician,single,secondary,no,258,no,yes,unknown,20,jun,587,2,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,480-599s,2,15.447368421052632,195.66666666666666,2.223810908444915
51,blue-collar,divorced,primary,no,837,no,no,telephone,30,jul,41,2,-1,0,unknown,no,0 to 1k,50-59,Day 26-31,Never contacted,0-119s,2,0.803921568627451,13.666666666666666,0.15532580450807754
34,blue-collar,married,secondary,no,2542,yes,no,cellular,14,may,228,1,-1,0,unknown,no,1k to 10k,30-39,Day 11-15,Never contacted,120-239s,1,6.705882352941177,114.0,0.8637630104351629
58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,yes,0 to 1k,50-59,Day 11-15,3-6 months,480-599s,1,8.53448275862069,247.5,1.8752749568658142
31,management,married,tertiary,no,1183,yes,no,unknown,27,may,676,6,-1,0,unknown,no,1k to 10k,30-39,Day 26-31,Never contacted,600-719s,6-7,21.806451612903224,96.57142857142857,2.560981557255132
42,management,single,tertiary,no,515,yes,no,cellular,19,nov,501,2,-1,0,unknown,no,0 to 1k,40-49,Day 16-20,Never contacted,480-599s,2,11.928571428571429,167.0,1.8980055624035816
50,management,married,tertiary,no,-94,no,yes,unknown,25,jun,75,1,-1,0,unknown,no,-1k to 0,50-59,Day 21-25,Never contacted,0-119s,1,1.5,37.5,0.28413256922209307
37,management,married,tertiary,no,5355,no,no,telephone,17,feb,466,4,-1,0,unknown,yes,1k to 10k,30-39,Day 16-20,Never contacted,360-479s,4-5,12.594594594594595,93.2,1.7654103634332716
28,self-employed,single,tertiary,no,0,yes,no,cellular,21,jul,479,1,-1,0,unknown,no,-1k to 0,20-29,Day 21-25,Never contacted,360-479s,1,17.107142857142858,239.5,1.814660008765101
45,blue-collar,divorced,primary,no,942,no,no,cellular,21,nov,362,1,-1,0,unknown,no,0 to 1k,40-49,Day 21-25,Never contacted,360-479s,1,8.044444444444444,181.0,1.371413200778636
32,management,single,tertiary,no,12607,no,no,cellular,14,aug,203,5,84,1,failure,no,10k to 50k,30-39,Day 11-15,1-3 months,120-239s,4-5,6.34375,33.833333333333336,0.7690521540277986
30,services,married,secondary,no,1743,yes,no,cellular,5,feb,192,4,-1,0,unknown,no,1k to 10k,30-39,Day 1-5,Never contacted,120-239s,4-5,6.4,38.4,0.7273793772085583
38,student,single,tertiary,no,807,no,no,cellular,27,feb,74,2,-1,0,unknown,no,0 to 1k,30-39,Day 26-31,Never contacted,0-119s,2,1.9473684210526316,24.666666666666668,0.28034413496579846
41,technician,married,secondary,no,0,no,no,cellular,29,aug,141,2,-1,0,unknown,no,-1k to 0,40-49,Day 26-31,Never contacted,120-239s,2,3.4390243902439024,47.0,0.5341692301375349
38,admin.,married,secondary,no,4196,yes,no,cellular,12,may,193,2,-1,0,unknown,no,1k to 10k,30-39,Day 11-15,Never contacted,120-239s,2,5.078947368421052,64.33333333333333,0.7311678114648528
58,admin.,married,secondary,no,2,yes,yes,telephone,25,jul,282,9,-1,0,unknown,no,0 to 1k,50-59,Day 21-25,Never contacted,240-359s,8-10,4.862068965517241,28.2,1.0683384602750698
46,technician,married,secondary,no,57,no,no,unknown,28,may,796,1,-1,0,unknown,yes,0 to 1k,40-49,Day 26-31,Never contacted,720-839s,1,17.304347826086957,398.0,3.015593668010481
59,retired,married,secondary,no,9976,yes,no,unknown,29,may,57,2,-1,0,unknown,no,1k to 10k,50-59,Day 26-31,Never contacted,0-119s,2,0.9661016949152542,19.0,0.21594075260879073
30,management,married,tertiary,no,151,no,no,cellular,19,aug,82,4,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,0-119s,4-5,2.7333333333333334,16.4,0.3106516090161551
34,management,married,tertiary,no,297,yes,no,cellular,26,aug,63,4,-1,0,unknown,no,0 to 1k,30-39,Day 26-31,Never contacted,0-119s,4-5,1.8529411764705883,12.6,0.23867135814655818
31,management,married,tertiary,no,13,no,no,cellular,28,aug,110,5,-1,0,unknown,no,0 to 1k,30-39,Day 26-31,Never contacted,0-119s,4-5,3.5483870967741935,18.333333333333332,0.41672776819240315
49,admin.,married,secondary,no,635,no,no,cellular,25,aug,220,3,-1,0,unknown,no,0 to 1k,40-49,Day 21-25,Never contacted,120-239s,3,4.489795918367347,55.0,0.8334555363848063
32,admin.,married,secondary,no,0,no,no,cellular,30,jan,119,3,-1,0,unknown,no,-1k to 0,30-39,Day 26-31,Never contacted,0-119s,3,3.71875,29.75,0.4508236764990543
32,management,divorced,tertiary,no,883,yes,no,cellular,10,dec,798,1,185,5,other,yes,0 to 1k,30-39,Day 6-10,6-12 months,720-839s,1,24.9375,399.0,3.0231705365230703
42,services,married,secondary,no,-91,yes,yes,cellular,5,feb,43,1,-1,0,unknown,no,-1k to 0,40-49,Day 1-5,Never contacted,0-119s,1,1.0238095238095237,21.5,0.1629026730206667
19,student,single,primary,no,103,no,no,cellular,10,jul,104,2,-1,0,unknown,yes,0 to 1k,10-19,Day 6-10,Never contacted,0-119s,2,5.473684210526316,34.666666666666664,0.3939971626546357
56,retired,married,secondary,no,-113,yes,yes,cellular,12,aug,614,2,-1,0,unknown,no,-1k to 0,50-59,Day 11-15,Never contacted,600-719s,2,10.964285714285714,204.66666666666666,2.3260986333648686
55,management,married,tertiary,no,540,no,no,cellular,19,nov,124,2,-1,0,unknown,no,0 to 1k,50-59,Day 16-20,Never contacted,120-239s,2,2.2545454545454544,41.333333333333336,0.4697658477805272
27,services,single,secondary,no,266,no,yes,cellular,7,jul,232,1,-1,0,unknown,no,0 to 1k,20-29,Day 6-10,Never contacted,120-239s,1,8.592592592592593,116.0,0.8789167474603412
60,self-employed,married,primary,no,362,no,yes,cellular,29,jul,816,6,-1,0,unknown,yes,0 to 1k,60-69,Day 26-31,Never contacted,720-839s,6-7,13.6,116.57142857142857,3.0913623531363723
41,management,married,tertiary,no,3872,no,no,cellular,15,oct,231,1,-1,0,unknown,no,1k to 10k,40-49,Day 11-15,Never contacted,120-239s,1,5.634146341463414,115.5,0.8751283132040466
47,admin.,divorced,secondary,no,225,no,no,cellular,28,aug,1126,4,-1,0,unknown,yes,0 to 1k,40-49,Day 26-31,Never contacted,1080-1199s,4-5,23.95744680851064,225.2,4.26577697258769
35,blue-collar,married,secondary,no,280,yes,yes,cellular,31,jul,65,50,-1,0,unknown,no,0 to 1k,30-39,Day 26-31,Never contacted,0-119s,10+,1.8571428571428572,1.2745098039215685,0.2462482266591473
48,management,married,tertiary,no,0,no,no,cellular,26,aug,60,5,-1,0,unknown,no,-1k to 0,40-49,Day 26-31,Never contacted,0-119s,4-5,1.25,10.0,0.22730605537767445
42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,951,3,370,4,failure,yes,1k to 10k,40-49,Day 11-15,1-2 years,840-959s,3,22.642857142857142,237.75,3.60280097773614
31,unemployed,married,secondary,no,296,yes,no,unknown,20,may,378,3,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,360-479s,3,12.193548387096774,94.5,1.432028148879349
30,admin.,married,secondary,no,124,no,no,telephone,16,jun,161,2,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,120-239s,2,5.366666666666666,53.666666666666664,0.6099379152634264
56,management,divorced,tertiary,no,-59,no,yes,cellular,28,jul,127,6,-1,0,unknown,no,-1k to 0,50-59,Day 26-31,Never contacted,120-239s,6-7,2.267857142857143,18.142857142857142,0.4811311505494109
36,technician,married,tertiary,no,491,yes,no,unknown,8,may,103,3,-1,0,unknown,no,0 to 1k,30-39,Day 6-10,Never contacted,0-119s,3,2.861111111111111,25.75,0.39020872839834114
32,admin.,single,secondary,no,620,yes,no,unknown,26,may,1234,3,-1,0,unknown,yes,0 to 1k,30-39,Day 26-31,Never contacted,1200-1319s,3,38.5625,308.5,4.674927872267505
52,self-employed,single,primary,no,217,no,yes,cellular,15,jul,193,6,-1,0,unknown,no,0 to 1k,50-59,Day 11-15,Never contacted,120-239s,6-7,3.7115384615384617,27.571428571428573,0.7311678114648528
36,entrepreneur,single,secondary,no,475,no,no,cellular,25,jul,141,3,-1,0,unknown,no,0 to 1k,30-39,Day 21-25,Never contacted,120-239s,3,3.9166666666666665,35.25,0.5341692301375349
27,admin.,married,secondary,yes,-517,yes,no,cellular,14,jul,172,3,-1,0,unknown,no,-1k to 0,20-29,Day 11-15,Never contacted,120-239s,3,6.37037037037037,43.0,0.6516106920826668
54,management,married,tertiary,no,3,no,yes,cellular,8,jul,443,1,-1,0,unknown,no,0 to 1k,50-59,Day 6-10,Never contacted,360-479s,1,8.203703703703704,221.5,1.6782763755384964
42,unemployed,divorced,tertiary,no,-166,no,no,cellular,29,aug,85,4,-1,0,unknown,no,-1k to 0,40-49,Day 26-31,Never contacted,0-119s,4-5,2.0238095238095237,17.0,0.3220169117850388
42,self-employed,divorced,tertiary,no,360,yes,no,unknown,24,jun,110,5,-1,0,unknown,no,0 to 1k,40-49,Day 21-25,Never contacted,0-119s,4-5,2.619047619047619,18.333333333333332,0.41672776819240315
40,management,married,tertiary,no,-7,no,yes,telephone,25,jul,697,1,-1,0,unknown,no,-1k to 0,40-49,Day 21-25,Never contacted,600-719s,1,17.425,348.5,2.640538676637318
42,unemployed,single,secondary,no,2613,yes,no,cellular,30,jul,174,6,-1,0,unknown,no,1k to 10k,40-49,Day 26-31,Never contacted,120-239s,6-7,4.142857142857143,24.857142857142858,0.6591875605952559
36,blue-collar,married,secondary,no,198,yes,no,unknown,9,may,400,2,-1,0,unknown,no,0 to 1k,30-39,Day 6-10,Never contacted,360-479s,2,11.11111111111111,133.33333333333334,1.5153737025178295
33,services,married,secondary,no,288,yes,no,cellular,17,apr,306,1,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,240-359s,1,9.272727272727273,153.0,1.1592608824261397
41,blue-collar,single,secondary,no,428,yes,no,cellular,12,may,92,1,-1,0,unknown,no,0 to 1k,40-49,Day 11-15,Never contacted,0-119s,1,2.2439024390243905,46.0,0.34853595157910083
37,technician,single,secondary,yes,375,no,no,unknown,9,jun,223,2,-1,0,unknown,no,0 to 1k,30-39,Day 6-10,Never contacted,120-239s,2,6.027027027027027,74.33333333333333,0.84482083915369
42,student,married,secondary,no,-7,no,no,telephone,31,jul,41,6,-1,0,unknown,no,-1k to 0,40-49,Day 26-31,Never contacted,0-119s,6-7,0.9761904761904762,5.857142857142857,0.15532580450807754
52,housemaid,married,secondary,no,14363,no,no,unknown,5,jun,132,1,-1,0,unknown,no,10k to 50k,50-59,Day 1-5,Never contacted,120-239s,1,2.5384615384615383,66.0,0.5000733218308838
42,admin.,married,tertiary,no,642,yes,yes,unknown,16,may,509,2,-1,0,unknown,no,0 to 1k,40-49,Day 16-20,Never contacted,480-599s,2,12.119047619047619,169.66666666666666,1.9283130364539383
30,blue-collar,single,secondary,no,315,no,no,cellular,23,jun,1407,1,-1,0,unknown,yes,0 to 1k,30-39,Day 21-25,Never contacted,1320-1439s,1,46.9,703.5,5.330326998606465
42,admin.,divorced,secondary,no,936,no,no,cellular,30,jan,931,1,-1,0,unknown,yes,0 to 1k,40-49,Day 26-31,Never contacted,840-959s,1,22.166666666666668,465.5,3.5270322926102486
41,blue-collar,married,primary,no,0,yes,no,unknown,30,may,232,3,-1,0,unknown,no,-1k to 0,40-49,Day 26-31,Never contacted,120-239s,3,5.658536585365853,58.0,0.8789167474603412
34,technician,divorced,secondary,no,0,yes,yes,cellular,18,aug,374,16,-1,0,unknown,no,-1k to 0,30-39,Day 16-20,Never contacted,360-479s,10+,11.0,22.0,1.4168744118541707
51,technician,married,tertiary,no,2506,no,no,cellular,30,nov,210,3,-1,0,unknown,no,1k to 10k,50-59,Day 26-31,Never contacted,120-239s,3,4.117647058823529,52.5,0.7955711938218606
38,blue-collar,married,secondary,no,121,yes,yes,cellular,6,feb,168,1,212,2,failure,no,0 to 1k,30-39,Day 6-10,6-12 months,120-239s,1,4.421052631578948,84.0,0.6364569550574884
45,technician,married,secondary,no,1415,yes,no,cellular,17,nov,483,1,116,1,failure,no,1k to 10k,40-49,Day 16-20,3-6 months,480-599s,1,10.733333333333333,241.5,1.8298137457902792
53,retired,divorced,secondary,yes,-200,no,yes,unknown,6,jun,161,1,-1,0,unknown,no,-1k to 0,50-59,Day 6-10,Never contacted,120-239s,1,3.0377358490566038,80.5,0.6099379152634264
43,technician,married,secondary,no,136,no,no,cellular,25,aug,363,7,-1,0,unknown,yes,0 to 1k,40-49,Day 21-25,Never contacted,360-479s,6-7,8.44186046511628,45.375,1.3752016350349303
36,technician,divorced,secondary,no,566,yes,no,unknown,20,may,129,2,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,120-239s,2,3.5833333333333335,43.0,0.48870801906200007
32,management,married,tertiary,no,820,yes,no,cellular,17,jul,738,3,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,720-839s,3,23.0625,184.5,2.795864481145396
34,unemployed,single,secondary,no,0,no,no,cellular,17,nov,63,2,-1,0,unknown,no,-1k to 0,30-39,Day 16-20,Never contacted,0-119s,2,1.8529411764705883,21.0,0.23867135814655818
67,retired,married,primary,no,2301,no,no,cellular,16,apr,124,1,-1,0,unknown,no,1k to 10k,60-69,Day 16-20,Never contacted,120-239s,1,1.8507462686567164,62.0,0.4697658477805272
32,management,single,tertiary,no,28,no,no,cellular,8,aug,111,2,-1,0,unknown,no,0 to 1k,30-39,Day 6-10,Never contacted,0-119s,2,3.46875,37.0,0.42051620244869775
46,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,1263,2,-1,0,unknown,yes,0 to 1k,40-49,Day 11-15,Never contacted,1200-1319s,2,27.456521739130434,421.0,4.784792465700047
52,technician,married,secondary,no,195,yes,no,cellular,18,feb,220,1,63,5,failure,yes,0 to 1k,50-59,Day 16-20,1-3 months,120-239s,1,4.230769230769231,110.0,0.8334555363848063
27,admin.,single,secondary,no,3638,no,no,cellular,11,jul,271,5,-1,0,unknown,no,1k to 10k,20-29,Day 11-15,Never contacted,240-359s,4-5,10.037037037037036,45.166666666666664,1.0266656834558296
53,housemaid,married,primary,no,104,no,yes,unknown,5,jun,701,1,-1,0,unknown,yes,0 to 1k,50-59,Day 1-5,Never contacted,600-719s,1,13.226415094339623,350.5,2.6556924136624964
33,management,single,tertiary,no,335,no,no,cellular,29,aug,130,4,-1,0,unknown,no,0 to 1k,30-39,Day 26-31,Never contacted,120-239s,4-5,3.9393939393939394,26.0,0.4924964533182946
40,blue-collar,married,secondary,no,1100,yes,no,unknown,29,may,660,2,-1,0,unknown,no,1k to 10k,40-49,Day 26-31,Never contacted,600-719s,2,16.5,220.0,2.500366609154419
48,management,divorced,tertiary,no,108,yes,no,unknown,27,may,89,2,-1,0,unknown,no,0 to 1k,40-49,Day 26-31,Never contacted,0-119s,2,1.8541666666666667,29.666666666666668,0.3371706488102171
30,blue-collar,married,secondary,no,-99,yes,no,cellular,15,may,144,5,-1,0,unknown,no,-1k to 0,30-39,Day 11-15,Never contacted,120-239s,4-5,4.8,24.0,0.5455345329064186
33,blue-collar,married,primary,no,191,yes,no,unknown,9,may,162,2,-1,0,unknown,no,0 to 1k,30-39,Day 6-10,Never contacted,120-239s,2,4.909090909090909,54.0,0.613726349519721
51,housemaid,married,secondary,no,174,no,no,telephone,29,jul,308,3,-1,0,unknown,no,0 to 1k,50-59,Day 26-31,Never contacted,240-359s,3,6.03921568627451,77.0,1.1668377509387289
49,blue-collar,married,secondary,no,322,no,no,cellular,14,aug,356,2,-1,0,unknown,no,0 to 1k,40-49,Day 11-15,Never contacted,240-359s,2,7.26530612244898,118.66666666666667,1.3486825952408683
36,management,married,tertiary,no,-381,yes,no,cellular,31,jul,30,29,-1,0,unknown,no,-1k to 0,30-39,Day 26-31,Never contacted,0-119s,10+,0.8333333333333334,1.0,0.11365302768883723
32,technician,married,secondary,no,167,yes,yes,cellular,8,aug,79,3,-1,0,unknown,no,0 to 1k,30-39,Day 6-10,Never contacted,0-119s,3,2.46875,19.75,0.29928630624727137
31,technician,single,tertiary,no,694,yes,no,unknown,6,jun,431,2,-1,0,unknown,no,0 to 1k,30-39,Day 6-10,Never contacted,360-479s,2,13.903225806451612,143.66666666666666,1.6328151644629614
39,unemployed,married,secondary,no,270,yes,no,unknown,3,jun,116,1,-1,0,unknown,no,0 to 1k,30-39,Day 1-5,Never contacted,0-119s,1,2.9743589743589745,58.0,0.4394583737301706
38,blue-collar,married,secondary,no,1205,yes,no,cellular,20,apr,45,4,153,1,failure,no,1k to 10k,30-39,Day 16-20,3-6 months,0-119s,4-5,1.1842105263157894,9.0,0.17047954153325584
45,unemployed,divorced,primary,no,757,no,no,cellular,20,apr,103,1,325,4,failure,no,0 to 1k,40-49,Day 16-20,6-12 months,0-119s,1,2.2888888888888888,51.5,0.39020872839834114
46,housemaid,married,primary,no,19,yes,no,telephone,21,jul,171,1,-1,0,unknown,no,0 to 1k,40-49,Day 21-25,Never contacted,120-239s,1,3.717391304347826,85.5,0.6478222578263721
31,admin.,married,secondary,no,212,yes,no,cellular,18,jul,191,3,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,120-239s,3,6.161290322580645,47.75,0.7235909429522637
44,management,single,tertiary,no,1206,no,no,cellular,9,jul,160,2,-1,0,unknown,no,1k to 10k,40-49,Day 6-10,Never contacted,120-239s,2,3.6363636363636362,53.333333333333336,0.6061494810071318
32,services,single,secondary,no,473,yes,no,cellular,7,jul,624,5,-1,0,unknown,no,0 to 1k,30-39,Day 6-10,Never contacted,600-719s,4-5,19.5,104.0,2.363982975927814
34,technician,married,tertiary,no,691,yes,yes,unknown,2,jun,70,1,-1,0,unknown,no,0 to 1k,30-39,Day 1-5,Never contacted,0-119s,1,2.0588235294117645,35.0,0.2651903979406202
29,self-employed,married,tertiary,no,242,yes,no,cellular,18,jul,73,4,-1,0,unknown,no,0 to 1k,20-29,Day 16-20,Never contacted,0-119s,4-5,2.5172413793103448,14.6,0.2765557007095039
30,management,married,tertiary,no,1882,yes,no,cellular,11,aug,249,5,-1,0,unknown,no,1k to 10k,30-39,Day 11-15,Never contacted,240-359s,4-5,8.3,41.5,0.9433201298173489
49,housemaid,divorced,primary,no,198,yes,no,unknown,13,may,205,3,-1,0,unknown,no,0 to 1k,40-49,Day 11-15,Never contacted,120-239s,3,4.183673469387755,51.25,0.7766290225403877
33,services,married,secondary,no,-333,yes,no,cellular,30,jul,329,5,-1,0,unknown,no,-1k to 0,30-39,Day 26-31,Never contacted,240-359s,4-5,9.969696969696969,54.833333333333336,1.246394870320915
36,blue-collar,married,primary,no,1925,yes,no,cellular,20,apr,904,2,-1,0,unknown,yes,1k to 10k,30-39,Day 16-20,Never contacted,840-959s,2,25.11111111111111,301.3333333333333,3.424744567690295
53,self-employed,married,primary,no,13,no,no,telephone,28,jan,69,1,-1,0,unknown,no,0 to 1k,50-59,Day 26-31,Never contacted,0-119s,1,1.3018867924528301,34.5,0.2614019636843256
48,blue-collar,married,primary,no,131,yes,no,unknown,6,may,189,1,-1,0,unknown,no,0 to 1k,40-49,Day 6-10,Never contacted,120-239s,1,3.9375,94.5,0.7160140744396745
25,technician,married,tertiary,no,914,yes,no,cellular,12,may,185,2,-1,0,unknown,no,0 to 1k,20-29,Day 11-15,Never contacted,120-239s,2,7.4,61.666666666666664,0.7008603374144962
57,self-employed,married,tertiary,yes,-3313,yes,yes,unknown,9,may,153,1,-1,0,unknown,no,-10k to -1k,50-59,Day 6-10,Never contacted,120-239s,1,2.6842105263157894,76.5,0.5796304412130698
34,management,married,tertiary,no,902,yes,no,cellular,14,may,159,1,367,2,other,no,0 to 1k,30-39,Day 11-15,1-2 years,120-239s,1,4.676470588235294,79.5,0.6023610467508372
32,technician,married,secondary,no,286,no,no,cellular,20,apr,60,1,343,4,failure,no,0 to 1k,30-39,Day 16-20,6-12 months,0-119s,1,1.875,30.0,0.22730605537767445
30,technician,single,secondary,no,175,no,no,cellular,25,aug,167,4,-1,0,unknown,no,0 to 1k,30-39,Day 21-25,Never contacted,120-239s,4-5,5.566666666666666,33.4,0.6326685208011938
39,self-employed,married,secondary,no,31,yes,no,cellular,20,nov,61,2,181,4,failure,no,0 to 1k,30-39,Day 16-20,6-12 months,0-119s,2,1.564102564102564,20.333333333333332,0.23109448963396903
57,technician,married,secondary,no,295,no,no,cellular,19,aug,151,11,-1,0,unknown,no,0 to 1k,50-59,Day 16-20,Never contacted,120-239s,10+,2.6491228070175437,12.583333333333334,0.5720535727004807
61,retired,married,secondary,no,5207,no,no,cellular,11,sep,336,1,81,2,other,no,1k to 10k,60-69,Day 11-15,1-3 months,240-359s,1,5.508196721311475,168.0,1.272913910114977
49,unemployed,married,secondary,no,769,yes,no,unknown,14,may,257,1,-1,0,unknown,no,0 to 1k,40-49,Day 11-15,Never contacted,240-359s,1,5.244897959183674,128.5,0.9736276038677055
43,technician,single,tertiary,yes,0,no,no,cellular,29,aug,73,4,-1,0,unknown,no,-1k to 0,40-49,Day 26-31,Never contacted,0-119s,4-5,1.697674418604651,14.6,0.2765557007095039
54,technician,married,secondary,no,0,no,no,telephone,14,aug,159,2,106,6,success,no,-1k to 0,50-59,Day 11-15,3-6 months,120-239s,2,2.9444444444444446,53.0,0.6023610467508372
28,blue-collar,married,secondary,no,1137,no,no,cellular,6,feb,129,4,211,3,other,no,1k to 10k,20-29,Day 6-10,6-12 months,120-239s,4-5,4.607142857142857,25.8,0.48870801906200007
54,services,married,secondary,no,0,no,no,unknown,19,jun,220,1,-1,0,unknown,no,-1k to 0,50-59,Day 16-20,Never contacted,120-239s,1,4.074074074074074,110.0,0.8334555363848063
35,management,married,tertiary,no,93,no,no,cellular,4,may,198,2,88,1,other,no,0 to 1k,30-39,Day 1-5,1-3 months,120-239s,2,5.6571428571428575,66.0,0.7501099827463257
38,management,divorced,tertiary,no,4425,yes,no,unknown,30,may,162,1,-1,0,unknown,no,1k to 10k,30-39,Day 26-31,Never contacted,120-239s,1,4.2631578947368425,81.0,0.613726349519721
32,management,single,tertiary,no,347,yes,no,cellular,18,may,213,1,264,6,failure,no,0 to 1k,30-39,Day 16-20,6-12 months,120-239s,1,6.65625,106.5,0.8069364965907443
44,entrepreneur,single,tertiary,no,1136,yes,yes,cellular,3,apr,345,2,249,7,other,no,1k to 10k,40-49,Day 1-5,6-12 months,240-359s,2,7.840909090909091,115.0,1.3070098184216281
50,entrepreneur,married,secondary,no,665,no,no,telephone,17,nov,238,1,-1,0,unknown,no,0 to 1k,50-59,Day 16-20,Never contacted,120-239s,1,4.76,119.0,0.9016473529981086
38,blue-collar,married,secondary,no,1663,yes,no,cellular,13,apr,217,3,327,1,failure,no,1k to 10k,30-39,Day 11-15,6-12 months,120-239s,3,5.7105263157894735,54.25,0.8220902336159226
46,unemployed,married,secondary,no,3533,yes,no,cellular,12,aug,235,2,-1,0,unknown,no,1k to 10k,40-49,Day 11-15,Never contacted,120-239s,2,5.108695652173913,78.33333333333333,0.8902820502292249
36,management,married,tertiary,no,860,yes,no,unknown,20,may,294,15,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,240-359s,10+,8.166666666666666,18.375,1.1137996713506049
43,admin.,divorced,secondary,no,738,yes,no,cellular,21,nov,585,4,191,4,failure,no,0 to 1k,40-49,Day 21-25,6-12 months,480-599s,4-5,13.604651162790697,117.0,2.216234039932326
39,entrepreneur,married,primary,no,238,yes,yes,cellular,19,nov,134,1,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,120-239s,1,3.4358974358974357,67.0,0.5076501903434729
59,blue-collar,divorced,secondary,no,3573,no,no,cellular,15,may,44,1,-1,0,unknown,no,1k to 10k,50-59,Day 11-15,Never contacted,0-119s,1,0.7457627118644068,22.0,0.16669110727696126
54,technician,married,secondary,no,89,yes,no,cellular,10,jul,140,3,-1,0,unknown,no,0 to 1k,50-59,Day 6-10,Never contacted,120-239s,3,2.5925925925925926,35.0,0.5303807958812404
47,blue-collar,married,primary,no,233,no,no,cellular,8,aug,293,3,-1,0,unknown,no,0 to 1k,40-49,Day 6-10,Never contacted,240-359s,3,6.23404255319149,73.25,1.1100112370943103
34,technician,single,secondary,no,2178,yes,no,cellular,26,may,41,1,-1,0,unknown,no,1k to 10k,30-39,Day 26-31,Never contacted,0-119s,1,1.2058823529411764,20.5,0.15532580450807754
44,management,divorced,tertiary,no,476,yes,yes,unknown,26,may,127,2,-1,0,unknown,no,0 to 1k,40-49,Day 26-31,Never contacted,120-239s,2,2.8863636363636362,42.333333333333336,0.4811311505494109
31,technician,married,secondary,no,0,yes,yes,cellular,28,jan,71,1,223,9,other,no,-1k to 0,30-39,Day 26-31,6-12 months,0-119s,1,2.2903225806451615,35.5,0.26897883219691476
45,services,married,secondary,no,-839,yes,no,unknown,28,may,68,1,-1,0,unknown,no,-1k to 0,40-49,Day 26-31,Never contacted,0-119s,1,1.511111111111111,34.0,0.25761352942803106
42,blue-collar,married,primary,no,792,yes,yes,cellular,19,nov,611,2,175,12,other,no,0 to 1k,40-49,Day 16-20,3-6 months,600-719s,2,14.547619047619047,203.66666666666666,2.3147333305959847
35,blue-collar,married,secondary,no,1257,yes,no,cellular,20,apr,93,3,329,7,failure,no,1k to 10k,30-39,Day 16-20,6-12 months,0-119s,3,2.657142857142857,23.25,0.3523243858353954
45,services,married,secondary,no,0,no,yes,cellular,8,jul,47,7,-1,0,unknown,no,-1k to 0,40-49,Day 6-10,Never contacted,0-119s,6-7,1.0444444444444445,5.875,0.178056410045845
57,retired,married,primary,no,5799,no,no,unknown,17,jun,97,1,-1,0,unknown,no,1k to 10k,50-59,Day 16-20,Never contacted,0-119s,1,1.7017543859649122,48.5,0.3674781228605737
35,blue-collar,single,secondary,no,871,yes,no,unknown,6,jun,216,3,-1,0,unknown,no,0 to 1k,30-39,Day 6-10,Never contacted,120-239s,3,6.171428571428572,54.0,0.818301799359628
55,blue-collar,married,primary,no,23,no,no,cellular,30,jan,143,1,2,3,other,no,0 to 1k,50-59,Day 26-31,0-30 days,120-239s,1,2.6,71.5,0.5417460986501241
31,admin.,single,secondary,no,68,yes,no,cellular,16,apr,570,2,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,480-599s,2,18.387096774193548,190.0,2.1594075260879073
27,admin.,married,secondary,no,1033,yes,no,unknown,9,may,1713,1,-1,0,unknown,no,1k to 10k,20-29,Day 6-10,Never contacted,1680-1799s,1,63.44444444444444,856.5,6.489587881032605
60,admin.,married,secondary,no,1025,no,no,cellular,6,aug,388,8,-1,0,unknown,no,1k to 10k,60-69,Day 6-10,Never contacted,360-479s,8-10,6.466666666666667,43.111111111111114,1.4699124914422947
39,management,single,tertiary,no,0,yes,no,cellular,16,apr,81,2,-1,0,unknown,no,-1k to 0,30-39,Day 16-20,Never contacted,0-119s,2,2.076923076923077,27.0,0.3068631747598605
